from	to	weight
5087100.0	965051.0	0.0006194086901113018
5043552.0	965051.0	0.0006201930294212815
4106228.0	3859027.0	0.001056284719546905
2825806.0	3859027.0	0.001056284719546905
5701.0	3859027.0	0.0005281418367710242
3797570.0	3859027.0	0.001056284719546905
7804896.0	4830296.0	0.0013511714072508207
2319844.0	1447509.0	0.0013937625346158954
6429699.0	4452553.0	0.000798306667641055
6060650.0	4452553.0	0.000798306667641055
58186.0	157247.0	0.0010450936957424374
5269827.0	1491895.0	0.0026397915515057055
3813825.0	3066972.0	0.0010323675869733835
3310749.0	3066972.0	0.0010323675869733835
118068.0	3066972.0	0.0005161842005562034
2790092.0	574632.0	0.0006970868045754681
1059101.0	574632.0	5.871604867786241e-09
4354201.0	574632.0	0.0006970868045754681
2856088.0	574632.0	0.0006970868045754681
944867.0	965051.0	0.0011734648304141436
2029048.0	992666.0	2.134332745696438e-09
991275.0	992666.0	1.375204842363198e-09
2758150.0	992666.0	2.7042538216863997e-09
2078030.0	992666.0	2.429676642821607e-09
2905625.0	992666.0	2.459672485491133e-09
2346427.0	992666.0	2.5012051841038878e-09
709329.0	992666.0	2.8703843877502314e-09
4863202.0	519413.0	0.0017874085906963804
201078.0	519413.0	0.001191605550462057
1633186.0	519413.0	0.0005958028635654601
1011527.0	519413.0	0.0005958040057487694
1312107.0	1428679.0	0.0007515190510542897
1469954.0	1428679.0	5.5562930016510303e-11
907927.0	1253312.0	0.0013197672052433006
1518924.0	1875256.0	0.0004688555718664981
3231139.0	1875256.0	0.0009377204153540077
2369807.0	295783.0	0.0021448986862524404
2438423.0	689579.0	0.0008968433833133178
2207559.0	9645594.0	0.008924271622380492
6371914.0	412507.0	0.0031098768973149993
3402854.0	412507.0	0.0031098768973149993
1491895.0	412507.0	0.0031098768973149993
1868805.0	19068.0	0.0005171376707799035
8929645.0	1842959.0	0.0005814290950891576
3655408.0	1842959.0	0.0005814290950891576
522511.0	2082141.0	0.0021348221255281076
118068.0	2082141.0	0.002134822113806223
3794803.0	2082141.0	0.0007116068594136653
1353011.0	4255447.0	0.0006865798462230594
6385825.0	973578.0	0.013895074996171862
7193616.0	973578.0	0.013895074996171862
2670571.0	973578.0	0.013895074996171862
7347451.0	973578.0	0.012038338341518092
4084932.0	973578.0	0.01336063917374295
1714715.0	973578.0	0.011757365954058886
4181566.0	973578.0	0.012826222617204808
1175966.0	568785.0	0.00036603471868224897
3386635.0	1491895.0	0.0015034080935000904
3840799.0	1491895.0	0.0015034080935000904
2826778.0	2853243.0	0.002367196398949307
804867.0	2853243.0	0.000591908891285153
2911621.0	2853243.0	0.0005919227282639022
1980906.0	1059101.0	0.0008099462192157671
1353011.0	1059101.0	2.4296547770658733e-10
1879822.0	1491895.0	0.00043516600070697735
452074.0	114251.0	0.001126168841811467
4494979.0	114251.0	0.0016892527085895766
4237824.0	114251.0	0.001126168841811467
2293686.0	965051.0	0.0005584004869590621
4871242.0	3984553.0	0.0013971240414250882
1059101.0	3984553.0	2.202726696789309e-10
3465521.0	3358027.0	0.000653429610796811
3125425.0	3358027.0	0.000653429610796811
2649661.0	3358027.0	1.1860282742894024e-10
1652183.0	2633591.0	0.0005192847768315055
3977527.0	2633591.0	0.0005192847768315055
3696399.0	2633591.0	0.0005192847768315055
3745183.0	2633591.0	0.0005192847768315055
3989136.0	2633591.0	0.0005192847768315055
2745584.0	2633591.0	0.0005192847768315055
1554899.0	19068.0	0.0005469594063184433
3703534.0	6714544.0	0.007659367368087474
1809895.0	6714544.0	0.008671259042162465
2934788.0	6714544.0	0.007733082690737007
1512940.0	6714544.0	0.008671259042162465
1534638.0	6714544.0	0.008671259042162465
2940893.0	2472111.0	0.00044828560836725716
1992649.0	2472111.0	0.0008965999307208538
2806497.0	2472111.0	0.0008965999307208538
1529853.0	4733666.0	0.0011664946055826662
4719957.0	4733666.0	0.0017497794492284846
1910447.0	19068.0	0.0018245578380220587
1697320.0	19068.0	0.0009122788708482476
7727843.0	8075342.0	1.0646542588721788e-08
8075749.0	8075342.0	0.0010797539677432507
1094246.0	8075342.0	0.0010797539677432507
3385827.0	8075342.0	1.8378310736319806e-08
3007335.0	19068.0	0.0009922414996939447
1295146.0	19068.0	0.0009922414996939447
5043552.0	4373584.0	0.0006341949935377679
4007898.0	1719752.0	0.0007343640958362437
764846.0	328193.0	0.00033116560433570904
285587.0	328193.0	2.9702443092973277e-10
864620.0	212107.0	2.9031505574105693e-10
1573683.0	212107.0	6.2338922251267e-10
1799096.0	212107.0	7.359141651099022e-10
7450125.0	1441822.0	0.0011456326536872247
7772070.0	1441822.0	0.0011456326536872247
3326275.0	519413.0	1.752753708231941e-10
341629.0	1293958.0	0.0005789800343056865
1447509.0	1293958.0	0.0005789800343056865
157247.0	11222004.0	2.2483568672387183e-07
285587.0	396373.0	0.0009431923069274448
3011784.0	1447509.0	0.0009166281622659223
3702602.0	2333214.0	0.0004965801868463551
218432.0	2333214.0	2.654286199469877e-10
1875256.0	2333214.0	4.2811053703809e-10
1407478.0	519413.0	0.001343758491324551
615746.0	1353011.0	0.0023033407450520323
1215921.0	582278.0	0.00046435286714712495
1317805.0	582278.0	0.00046435286714712495
780498.0	1517551.0	0.0003814181739990525
1679187.0	1517551.0	6.735176923556435e-12
1465324.0	1517551.0	0.0003814181739990525
7450125.0	2840750.0	1.4714833071645395e-09
4057622.0	2840750.0	0.0011755499206460385
519413.0	2840750.0	1.951314422109912e-09
5935182.0	6876418.0	0.001074111509050184
4395287.0	6876418.0	0.001074111509050184
2792053.0	402022.0	0.024274259990129336
1959207.0	402022.0	0.024274260652919932
19068.0	402022.0	0.024274262269829604
2567446.0	19068.0	0.0008555525828047431
114251.0	2834984.0	2.968612389329245e-10
1906356.0	3083093.0	0.0007436885261626866
1496715.0	3083093.0	3.200650381665268e-10
2232273.0	1059101.0	2.2912095967242765e-09
2504564.0	1059101.0	1.970813920588489e-09
3963270.0	1059101.0	2.3247393558800677e-09
661872.0	1175966.0	0.0004006461759446915
2641232.0	5168739.0	1.0147221011147164e-08
3959018.0	5168739.0	0.0007338491163171527
1059101.0	5168739.0	0.0007338475518506027
2666779.0	678801.0	0.0013205277413268005
1059101.0	678801.0	0.0008803517356073358
560161.0	2080056.0	0.009126933045450076
11945202.0	2080056.0	0.009126933045450076
295783.0	2080056.0	0.009126933045450076
1496715.0	5506010.0	2.98015927452204e-09
1566232.0	1469954.0	1.59162628011111e-08
1365088.0	1469954.0	0.0003727836446693565
1136593.0	235710.0	0.00046281163666036206
805176.0	114251.0	0.0009281455932249798
1335165.0	114251.0	0.0009281491602449929
2310289.0	114251.0	0.0013922241441777377
5150781.0	689579.0	0.0007028159693688055
2932244.0	689579.0	1.7894218301128112e-09
3739551.0	689579.0	0.0007028159693688055
216408.0	15609.0	0.0006318688754960374
701233.0	15609.0	0.0006318688754960374
183471.0	15609.0	0.0006318688754960374
10546053.0	1353011.0	0.0022115043109338906
462627.0	2479962.0	0.0006895270322013361
3358027.0	1338292.0	0.00048008348181196773
2207559.0	2572018.0	0.0007938595641589915
4395287.0	2572018.0	0.0007938595641589915
1197775.0	2472111.0	0.0005234516557433008
2281770.0	2365628.0	0.00043751875488578205
1931663.0	2365628.0	0.001312561901051759
1872101.0	1491895.0	0.0018712521925929972
1099931.0	1668533.0	0.0009387389818298791
1137947.0	1048479.0	0.0008025320675730076
965051.0	1048479.0	0.000401265992787455
1414562.0	1687983.0	0.0011937116942401388
3851580.0	1687983.0	0.0017905839437019067
3044080.0	1687983.0	0.0017905839437019067
1913729.0	1491895.0	0.0006093440851977916
5921745.0	1842959.0	0.0027154003146964635
1906356.0	4327861.0	0.0017025834467266918
6819297.0	4327861.0	0.002553876210166565
